user_id;posted;item_id;recommend;review
76561198114969651;No data;368230;True;2
76561198114969651;No data;433340;True;0
76561198114969651;No data;17410;True;2
76561198114969651;2015;202750;False;2
KawaiiAntman;No data;252490;True;2
KawaiiAntman;2015;730;True;2
76561198061547085;2015;311210;True;1
76561198061547085;No data;261640;True;1
76561198061547085;2015;1840;True;1
76561198061547085;2015;304930;True;1
togekiss906;2015;304930;False;0
togekiss906;2015;730;True;2
yay853482185;2015;440;True;2
yay853482185;No data;301520;False;2
yay853482185;2015;51100;True;1
yay853482185;2015;335330;False;0
Z1_M4N;2015;220200;True;0
Z1_M4N;2014;236390;True;2
Z1_M4N;2012;105600;True;2
Z1_M4N;2012;70300;True;2
76561198080914102;2015;273350;True;2
76561198080914102;2014;440;True;2
xXCOOK1EMANXx;No data;326460;True;1
xXCOOK1EMANXx;No data;244850;False;2
76561198079529917;2014;265630;True;2
76561198079529917;2015;280790;True;0
ZeryxAFKAccount;2014;570;True;1
ZeryxAFKAccount;2014;250900;True;1
ZeryxAFKAccount;2014;730;True;0
ZeryxAFKAccount;2014;268420;True;2
ZeryxAFKAccount;2014;304930;True;2
ZeryxAFKAccount;2014;39120;True;2
ZeryxAFKAccount;2015;334230;True;2
ZeryxAFKAccount;2014;305260;True;2
Zestayy;2015;105600;True;2
Zestayy;2015;346110;True;2
Zestayy;2015;730;True;0
Zestayy;2014;233630;True;2
76561198086918051;2014;274190;True;2
76561198086918051;2013;230410;True;2
76561198060494794;2014;223470;True;0
76561198060494794;2014;219830;True;2
76561198060494794;2014;72850;True;2
76561198060494794;2014;212680;True;2
76561198060494794;2013;233720;True;2
76561198004203858;2014;252490;True;2
76561198004203858;2014;32430;True;0
76561198004203858;2015;346110;True;2
76561198004203858;2015;230410;True;0
76561198004203858;2015;259080;True;1
76561198004203858;2015;250400;True;2
76561198004203858;2014;202090;True;2
76561198140788321;No data;304050;True;0
76561198140788321;No data;227940;True;1
76561198140788321;No data;299360;True;2
76561198140788321;No data;346900;True;2
76561198140788321;No data;730;True;2
76561198140788321;No data;333930;True;0
76561198140788321;No data;208090;True;0
76561198027522403;2014;262120;True;2
76561198027522403;2014;214950;False;0
76561198027522403;2015;232090;False;2
MapleB0y;2015;271590;True;2
MapleB0y;2014;221100;True;0
witcher01;No data;364360;True;2
witcher01;2014;236430;True;2
witcher01;No data;268500;True;2
witcher01;2014;242760;True;2
witcher01;No data;374320;True;2
witcher01;2015;252950;True;2
witcher01;2015;335300;True;2
witcher01;No data;512540;True;2
xXAussieRockXx;2015;304050;True;2
xXAussieRockXx;2014;220240;True;2
xXAussieRockXx;2015;304050;True;2
xXAussieRockXx;2014;220240;True;2
xXAussieRockXx;2015;304050;True;2
xXAussieRockXx;2014;220240;True;2
xXAussieRockXx;2015;304050;True;2
xXAussieRockXx;2014;220240;True;2
Toe5;2015;570;True;2
Toe5;2014;209870;True;2
SWFTFries;No data;244930;True;2
SWFTFries;2015;327890;True;2
76561198050776986;2014;219640;True;2
76561198050776986;2015;275200;True;0
TahuW;2014;4000;True;2
TahuW;2014;218620;True;2
TahuW;2015;269290;True;2
AndyIzNogud;No data;252490;True;1
AndyIzNogud;2015;295110;True;2
AndyIzNogud;2015;377160;True;1
AndyIzNogud;2015;311210;True;2
AndyIzNogud;2015;204340;True;2
AndyIzNogud;2015;730;True;1
AndyIzNogud;2014;4000;True;2
76561198084906493;2014;234310;True;2
76561198084906493;2014;10680;True;2
76561198084906493;2014;730;True;2
76561198084906493;2014;55230;True;2
76561198084906493;2013;72850;True;1
ED13;2015;374570;True;2
ED13;2014;228180;True;2
ED13;2014;262260;True;2
ED13;2014;252350;True;2
ED13;No data;447500;False;2
ED13;No data;226980;True;2
ED13;2014;7860;True;1
ED13;2014;291480;False;2
ED13;2015;307780;False;0
76561198036810976;2015;337320;True;0
76561198036810976;No data;365590;True;2
76561198036810976;No data;350080;False;0
76561198036810976;2014;550;True;2
76561198036810976;2014;204360;True;2
lordthanatosbr;2013;550;True;1
lordthanatosbr;2014;4000;False;1
76561198040899282;2014;72850;True;2
76561198040899282;2015;107410;True;2
76561198040899282;2015;295110;True;2
76561198040899282;2014;252490;True;2
76561198040899282;2014;99900;True;2
76561198040899282;2014;221380;True;2
Leopardts;2015;383120;True;2
Leopardts;2014;64000;True;2
Leopardts;2015;333950;True;2
XiPonds;No data;236390;True;2
XiPonds;No data;49520;True;2
76561198076127919;No data;301520;True;0
76561198076127919;No data;252490;True;0
76561198076127919;No data;282800;False;2
76561198076127919;No data;385800;True;2
76561198076127919;No data;291550;True;1
76561198076127919;No data;4920;True;2
76561198076127919;No data;261180;True;2
76561198076127919;2015;42160;True;1
simplyremi;2015;730;True;2
simplyremi;2015;304050;True;2
76561198046584688;2015;222880;True;2
76561198046584688;2015;377160;True;0
Kootrasman;2015;105600;True;2
Kootrasman;No data;252490;True;2
Kootrasman;No data;730;True;2
Kootrasman;2015;295110;False;2
Kootrasman;2015;351290;False;2
Kootrasman;No data;218620;True;2
Kootrasman;2015;304050;False;2
Kootrasman;No data;359550;False;0
freshovenbakedmemes;2014;222900;True;1
freshovenbakedmemes;No data;393420;True;2
spiderwizard2;2015;49520;True;2
spiderwizard2;2014;730;True;2
spiderwizard2;2014;4000;True;2
spiderwizard2;2014;219640;True;0
spiderwizard2;2015;311210;True;2
spiderwizard2;2015;295110;True;2
spiderwizard2;2014;210770;True;1
adi_a12;2015;384150;True;2
adi_a12;2015;356070;True;2
76561198041284313;2014;72850;True;2
76561198041284313;2014;104900;True;2
76561198041284313;2015;232810;False;0
76561198041284313;2013;4000;True;2
76561198067283158;No data;241260;True;2
76561198067283158;No data;304030;True;2
76561198076638440;2013;105600;True;2
76561198076638440;2014;440;True;2
76561198076638440;2014;24240;True;2
76561198060496164;2014;8930;True;0
76561198060496164;No data;368900;True;2
76561198062244065;2015;570;True;1
76561198062244065;2015;730;True;1
VRBones;2014;237990;True;2
VRBones;2014;247080;True;2
VRBones;2015;312990;True;0
76561198068688231;2015;246070;False;1
76561198068688231;2015;248820;True;2
76561198068688231;2015;214420;True;2
76561198068688231;2014;265930;True;2
76561198017341667;2014;247730;False;2
76561198017341667;2014;213670;True;2
76561198017341667;2013;219640;True;2
76561198017341667;2011;98200;True;2
4mrtm;2014;242760;True;2
4mrtm;2014;55230;True;2
4mrtm;2014;227700;True;2
4mrtm;2014;214850;True;2
4mrtm;2014;440;True;2
SavviSYD;2015;357900;False;2
SavviSYD;2015;317510;True;0
SavviSYD;2015;204180;False;0
SavviSYD;No data;104900;True;1
Benlord101;2015;265930;True;0
Benlord101;2014;252490;True;2
Benlord101;2014;22600;True;2
Benlord101;2014;8930;True;2
Benlord101;2014;233720;True;1
76561198103364951;No data;225840;True;1
76561198103364951;2014;99900;True;1
76561198103364951;2013;440;True;1
Meticrift;No data;363970;True;1
Meticrift;2015;322170;True;2
76561198070899741;2014;252490;True;2
76561198070899741;2015;302830;True;2
Velocity_;No data;346110;False;1
Velocity_;2014;220240;True;2
Velocity_;No data;281610;False;1
76561198050396303;No data;252950;True;1
76561198050396303;2015;213650;True;2
76561198050396303;2015;204360;True;2
76561198050396303;2015;91800;True;2
76561198050396303;2015;104700;True;2
76561198050396303;2014;65800;True;1
76561198050396303;2014;440;True;2
76561198027122657;2015;730;True;2
76561198027122657;No data;305620;True;2
76561198017205526;2013;209160;False;2
76561198017205526;No data;374320;True;2
76561198017205526;2015;8930;True;1
76561198017205526;2015;236390;True;0
76561198017205526;No data;359550;True;2
76561198064710856;2015;252490;True;2
76561198064710856;2014;34870;True;2
76561198064157979;2015;385770;True;2
76561198064157979;2015;47870;False;2
2345254252312312;2015;264200;True;2
2345254252312312;2015;4000;True;2
2345254252312312;2015;248570;True;0
2345254252312312;2015;416690;True;2
2345254252312312;2015;630;True;1
2345254252312312;2014;322070;True;1
2345254252312312;2014;730;False;0
2345254252312312;2014;440;True;1
2345254252312312;2014;304930;False;1
EpsiloN22;2014;8190;True;2
EpsiloN22;2014;235600;False;2
EpsiloN22;2014;6060;True;2
EpsiloN22;2014;440;True;2
EpsiloN22;2014;209870;False;0
EpsiloN22;2014;9900;False;0
76561198018561494;2013;32370;True;1
76561198018561494;2012;42700;True;1
76561198018561494;2012;201870;True;1
76561198018561494;2012;440;True;1
nathan3197;2013;620;True;2
nathan3197;No data;311210;False;2
nathan3197;2014;221100;True;2
76561198002527794;No data;341000;True;2
76561198002527794;2015;273350;False;0
76561198002527794;2015;255710;True;2
LegionofTalon;No data;230410;True;1
LegionofTalon;2014;8870;True;2
76561198038259400;No data;343464;True;1
76561198038259400;2013;34330;True;1
35353534;No data;730;True;1
35353534;No data;240;True;2
35353534;2015;39000;True;2
76561198077911827;2013;4000;True;2
76561198077911827;2014;105600;True;0
76561198085099625;2015;620;True;2
76561198085099625;2015;333930;True;2
Ryuuuuuuu;2015;730;True;2
Ryuuuuuuu;2014;286160;True;2
Ryuuuuuuu;2014;63800;False;2
L0RD117;No data;304650;True;0
L0RD117;2015;6000;True;2
76561198092104105;2015;274900;True;2
76561198092104105;2014;319510;True;2
GANDPUG;2015;234710;True;0
GANDPUG;2015;250260;True;2
GANDPUG;2014;224260;True;1
GANDPUG;2014;239820;True;2
GANDPUG;2014;6060;True;2
GANDPUG;2013;51100;False;2
grimroaeos;2013;211820;True;2
grimroaeos;2013;22380;True;2
grimroaeos;2012;219150;True;2
grimroaeos;2012;500;True;2
grimroaeos;2012;16870;True;2
AkiAari;2015;72850;True;1
AkiAari;2014;230410;True;2
Teknoe;2013;200510;True;0
Teknoe;2011;12500;True;0
SemiSalad;2014;261820;True;2
SemiSalad;No data;405640;True;2
Zeturtle;No data;355840;True;0
Zeturtle;2014;440;True;2
N1C7;No data;252950;True;2
N1C7;2015;730;True;2
N1C7;2014;212680;True;2
Xalibe;No data;247730;False;0
Xalibe;No data;440;True;0
Xalibe;No data;219640;True;2
Xalibe;No data;227680;False;2
SeaMayk;2014;218620;True;1
SeaMayk;2014;226700;True;1
DjinnieContact;2014;105450;True;2
DjinnieContact;2015;289650;False;2
DjinnieContact;No data;289130;True;1
DjinnieContact;2013;216150;True;2
DjinnieContact;No data;301520;False;2
DjinnieContact;2014;221380;True;2
DjinnieContact;2014;219830;True;2
Rwby_Rose;No data;730;True;0
Rwby_Rose;No data;252490;True;0
Rwby_Rose;2015;409160;True;2
Rwby_Rose;No data;218620;True;1
Rwby_Rose;No data;354290;True;2
Rwby_Rose;2015;570;True;1
dead5;2014;440;True;2
dead5;No data;1840;True;1
dead5;2014;4000;True;2
ArchangelItherael;2015;4000;True;1
ArchangelItherael;2015;220440;True;2
ArchangelItherael;2015;252950;True;2
ArchangelItherael;2015;34330;True;0
ArchangelItherael;2015;385800;True;2
ArchangelItherael;2015;252490;True;0
ArchangelItherael;2015;730;True;1
ArchangelItherael;2015;4570;True;2
ArchangelItherael;2015;236390;True;2
MynameisAuz;No data;381210;True;2
MynameisAuz;2014;319510;True;2
MynameisAuz;2015;271590;True;2
MynameisAuz;2015;214490;True;0
MynameisAuz;2015;376870;True;0
MynameisAuz;No data;429570;False;0
MynameisAuz;2015;282140;True;2
MynameisAuz;2014;239820;True;2
76561198025409181;2015;244450;True;1
76561198025409181;2015;20540;True;1
76561198025409181;No data;231430;True;1
76561198025409181;2015;35450;True;0
76561198025409181;2015;440;True;1
76561198025409181;2014;1250;True;1
bindisposerer;2015;298180;True;0
bindisposerer;2015;80;True;2
bindisposerer;2015;238210;True;2
bindisposerer;2015;8870;True;2
bindisposerer;2015;730;True;0
bindisposerer;2014;4000;True;1
bindisposerer;2014;304930;False;0
bindisposerer;2014;227940;False;1
bindisposerer;2014;208090;True;2
76561198018736748;2013;233980;True;2
76561198018736748;2012;91310;True;2
76561198018736748;2015;333930;True;2
76561198018736748;No data;730;False;2
76561198018736748;2015;236370;True;2
76561198018736748;2013;233980;True;2
76561198018736748;2012;91310;True;2
76561198018736748;2015;333930;True;2
76561198018736748;No data;730;False;2
76561198018736748;2015;236370;True;2
76561198018736748;2013;233980;True;2
76561198018736748;2012;91310;True;2
76561198018736748;2015;333930;True;2
76561198018736748;No data;730;False;2
76561198018736748;2015;236370;True;2
76561198018736748;2013;233980;True;2
76561198018736748;2012;91310;True;2
76561198018736748;2015;333930;True;2
76561198018736748;No data;730;False;2
76561198018736748;2015;236370;True;2
76561198039469366;2013;440;True;1
76561198039469366;2015;211420;False;0
76561198071505477;No data;281990;True;2
76561198071505477;2015;377160;True;0
76561198071505477;No data;391540;True;2
76561198071505477;2015;292030;True;2
TrackFight;No data;410670;True;2
TrackFight;2014;268750;True;0
TrackFight;No data;377160;False;2
TrackFight;2014;223390;False;0
TrackFight;2014;22380;True;2
TrackFight;2014;234190;True;2
TrackFight;2014;250900;True;0
TrackFight;2014;49520;True;2
TrackFight;2014;22370;True;2
TrackFight;2014;33230;True;2
erggjmuyg;2014;4000;True;1
erggjmuyg;2015;48190;False;1
erggjmuyg;2014;236390;True;1
76561198090818363;2015;234670;True;1
76561198090818363;2014;105600;True;2
force445;No data;231430;False;0
force445;2014;440;False;1
76561198099270623;2015;252490;True;1
76561198099270623;2014;440;True;2
reivehnfliyt;2014;224260;True;2
reivehnfliyt;2015;22370;True;2
reivehnfliyt;2015;333950;True;2
Symbolize;2013;550;True;2
Symbolize;No data;271590;False;2
Symbolize;2013;214950;True;2
Gotaki;2015;24240;True;2
Gotaki;2015;233290;True;2
Gotaki;2015;29800;False;2
Gotaki;2015;236370;True;2
Gotaki;2015;47790;False;2
Gotaki;2014;204240;True;2
Kaboku;2012;4000;True;2
Kaboku;2013;730;False;0
Kaboku;2014;620;True;2
Kaboku;2014;206420;True;2
Kaboku;2014;209000;True;2
Kaboku;2014;265930;True;2
Kaboku;2013;220;True;2
Kaboku;2013;105600;True;2
Kaboku;2013;8870;True;2
vampirespyJL93TF2;2014;243870;True;2
vampirespyJL93TF2;No data;570;True;0
vampirespyJL93TF2;2015;345520;True;1
vampirespyJL93TF2;2015;230410;True;2
vampirespyJL93TF2;2015;236390;True;2
vampirespyJL93TF2;2014;440;True;2
FakMuther1234;2015;301520;False;1
FakMuther1234;2015;4000;True;2
FakMuther1234;2015;301520;False;1
FakMuther1234;2015;4000;True;2
FakMuther1234;2015;301520;False;1
FakMuther1234;2015;4000;True;2
FakMuther1234;2015;301520;False;1
FakMuther1234;2015;4000;True;2
hotsaucdo;2015;730;True;1
hotsaucdo;2014;201810;True;2
76561198093276380;2014;231430;True;2
76561198093276380;2014;274940;True;2
76561198093276380;2015;8930;True;2
76561198093276380;2015;10500;True;2
76561198093276380;2015;233450;True;2
76561198093276380;2014;440;True;2
OddSockSR;No data;485800;True;2
OddSockSR;2014;250400;True;2
OddSockSR;No data;6060;True;2
Roronage;2014;301520;True;2
Roronage;2013;72850;True;2
Roronage;2014;332800;True;1
Roronage;No data;427270;True;2
Roronage;2015;375950;True;2
Roronage;2015;323370;True;2
nizamrahman;2015;287700;True;2
nizamrahman;No data;252950;True;2
InTranze;2014;211420;True;2
InTranze;No data;248820;False;1
76561198097453305;2015;440;True;2
76561198097453305;2014;219830;True;2
76561198022316167;2015;240970;True;2
76561198022316167;2014;241600;True;2
76561198022316167;2014;261640;True;2
76561198022316167;2015;212160;False;2
76561198094193531;2014;244850;True;2
76561198094193531;2014;227700;True;2
76561198094193531;2014;107410;True;2
76561198094193531;2013;224580;True;2
76561198089961001;2014;1250;True;1
76561198089961001;2014;252150;True;1
76561198089961001;2014;317470;True;1
AESTHETICSVAPORWAVE;No data;4000;True;0
AESTHETICSVAPORWAVE;2015;107410;True;1
AESTHETICSVAPORWAVE;2014;221100;True;2
AESTHETICSVAPORWAVE;2015;730;True;2
AESTHETICSVAPORWAVE;2015;271590;True;0
AESTHETICSVAPORWAVE;2015;34900;True;1
AESTHETICSVAPORWAVE;2014;440;True;2
AESTHETICSVAPORWAVE;No data;6000;True;2
AESTHETICSVAPORWAVE;2015;63710;True;2
chinsteam;2015;304930;True;1
chinsteam;2015;730;True;2
DaPohtehtoPuncake;2013;4000;True;2
DaPohtehtoPuncake;2015;236390;True;0
Uve-Seen_Nothing;2015;322170;True;0
Uve-Seen_Nothing;2015;304050;True;2
Uve-Seen_Nothing;No data;109600;True;2
Uve-Seen_Nothing;No data;235460;True;2
Uve-Seen_Nothing;No data;206500;True;2
Uve-Seen_Nothing;2015;346170;True;2
Uve-Seen_Nothing;2015;214850;True;2
Uve-Seen_Nothing;2015;291210;False;2
76561198077793852;2012;440;True;2
76561198077793852;2014;209080;True;1
76561198021482710;2015;730;True;2
76561198021482710;2014;34900;True;0
76561198033472736;2015;221100;False;2
76561198033472736;2014;224260;True;0
76561198033472736;2015;223750;True;2
76561198033472736;2015;377160;True;2
76561198033472736;No data;225540;True;2
76561198033472736;2015;304930;True;2
76561198033472736;2015;227680;False;0
76561198033472736;2014;242760;True;2
76561198033472736;2013;259080;True;1
76561198060440669;2015;4000;True;0
76561198060440669;2015;730;True;2
76561198060440669;2015;440;True;1
76561198060440669;2015;51100;True;2
Luckybeg;2013;222980;True;1
Luckybeg;2013;4000;True;1
Luckybeg;2013;200260;True;2
Luckybeg;2013;35140;True;1
Luckybeg;2013;220860;True;1
Luckybeg;2013;400;True;1
aushtin;2014;228380;True;2
aushtin;2012;4000;True;1
SeekTheDarkness;2014;293540;False;2
SeekTheDarkness;2014;213670;True;2
SeekTheDarkness;2014;234670;True;2
SeekTheDarkness;2014;207230;False;2
Blackboy72;No data;214950;True;0
Blackboy72;2014;231430;True;2
Blackboy72;No data;295110;True;2
Blackboy72;No data;282560;True;2
Blackboy72;2015;271590;True;0
Blackboy72;2014;35450;True;2
Blackboy72;No data;377160;True;0
Blackboy72;No data;252950;False;2
Blackboy72;2015;252490;True;2
Blackboy72;2015;333950;True;2
FPS-Mike;2014;222880;True;2
FPS-Mike;2014;730;True;2
doratheinbred;2015;292030;True;0
doratheinbred;2015;359320;True;0
doratheinbred;2015;209080;True;0
doratheinbred;2015;730;True;0
76561198007799026;2011;34830;True;0
76561198007799026;2011;10680;True;0
76561198007799026;2011;10180;True;1
76561198007799026;2011;34350;True;2
76561198007799026;2011;34030;True;0
76561198007799026;2011;630;True;2
76561198007799026;2011;34670;True;0
76561198007799026;2011;4700;True;1
76561198007799026;2011;4760;True;2
76561198007799026;2010;10500;True;0
heavykiinthesandvichborn;No data;394120;True;1
heavykiinthesandvichborn;No data;316390;True;2
heavykiinthesandvichborn;No data;236110;True;2
heavykiinthesandvichborn;No data;224600;True;2
heavykiinthesandvichborn;2015;280010;True;2
heavykiinthesandvichborn;2015;384150;True;1
heavykiinthesandvichborn;2015;382490;True;0
mrnuclear;2015;304050;True;2
mrnuclear;2014;218620;True;2
mrnuclear;No data;417860;True;2
mrnuclear;2014;730;True;2
mrnuclear;2014;550;True;2
mrnuclear;2013;570;True;2
mrnuclear;2011;440;True;1
76561198071334632;2015;51100;True;2
76561198071334632;2015;17330;True;1
76561198071334632;No data;730;True;2
76561198071334632;2015;208090;True;1
76561198087445400;2015;391460;True;2
76561198087445400;No data;730;True;1
76561198087445400;No data;349700;True;2
76561198087445400;2014;208090;True;2
76561198055819674;No data;730;True;1
76561198055819674;2014;72850;True;2
76561198055819674;2015;12110;True;1
76561198055819674;2014;243470;False;1
76561198055819674;2013;217140;True;0
siddhugoge;No data;234140;True;0
siddhugoge;No data;473580;False;2
siddhugoge;No data;287700;True;2
siddhugoge;No data;252950;False;2
siddhugoge;No data;407230;True;2
siddhugoge;No data;96100;False;2
siddhugoge;No data;489220;False;2
siddhugoge;No data;504490;True;2
perrocallejero;2015;233450;True;2
perrocallejero;2013;72850;True;0
SpongeyIsSweg;2015;356670;True;2
SpongeyIsSweg;2014;221100;True;0
SpongeyIsSweg;2015;349700;True;0
SpongeyIsSweg;2015;417860;True;2
76561198159037032;No data;499100;True;2
76561198159037032;No data;550;True;2
76561198159037032;No data;91900;True;2
76561198159037032;2015;231910;False;0
Scorpion1903;2015;130;True;1
Scorpion1903;2015;20;True;1
Scorpion1903;2015;104600;True;2
Scorpion1903;2015;730;True;2
Scorpion1903;2015;17530;True;1
Scorpion1903;2015;3483;True;1
LoveFayeForever;2014;304270;True;2
LoveFayeForever;2014;440;True;2
Yomani;2014;214950;True;2
Yomani;2014;24470;False;0
Yomani;2015;206190;True;2
Yomani;2014;72850;True;1
Yomani;2014;8930;True;1
snowangelsdream;2014;620;True;2
snowangelsdream;2015;233450;True;2
snowangelsdream;2015;363970;True;0
snowangelsdream;2015;333600;True;2
snowangelsdream;2015;385770;True;2
snowangelsdream;2014;208090;True;2
snowangelsdream;2015;385800;True;1
snowangelsdream;2015;345650;True;2
hobohomeless;2015;304050;True;1
hobohomeless;No data;372000;True;2
mrsharkst;2015;730;True;2
mrsharkst;2014;440;True;2
mrsharkst;No data;218620;False;1
Memes2k16;2015;40800;True;1
Memes2k16;2015;730;True;2
icereece;2015;301520;True;2
icereece;2014;4000;True;2
icereece;2014;224580;True;2
icereece;2014;9480;True;0
icereece;No data;334230;True;2
416940127;2014;209160;False;2
416940127;2015;346110;True;2
416940127;2015;291480;False;0
noirelovelove;No data;282900;True;2
noirelovelove;No data;730;True;2
Aussiefella_69;No data;359940;True;2
Aussiefella_69;2015;730;True;2
lilbkbx;No data;377160;False;0
lilbkbx;2015;221100;False;1
lilbkbx;2015;282350;False;0
UniIsBestWaifu;No data;329440;True;2
UniIsBestWaifu;2015;17730;False;0
UniIsBestWaifu;2015;333980;True;2
CottonCandyHusky;2014;221100;True;2
CottonCandyHusky;2014;108600;True;2
76561198082760506;2015;440;True;2
76561198082760506;2015;218620;True;1
saintfox;2013;55230;True;2
saintfox;No data;253430;True;2
saintfox;2012;4000;True;2
pharr49;2015;207140;True;0
pharr49;2015;248820;True;2
pharr49;2015;306020;True;1
pharr49;2014;265630;True;1
76561198072028129;2015;273350;False;2
76561198072028129;2015;730;True;2
76561197978409306;2015;264200;True;2
76561197978409306;2015;300080;False;2
76561197978409306;2015;290790;True;2
76561197978409306;2015;25830;True;2
SNEAKY_Boxman;2015;304930;False;0
SNEAKY_Boxman;2015;34330;True;2
vegetable89;2015;405180;True;2
vegetable89;2014;40970;True;2
vegetable89;2013;246300;True;2
vegetable89;2013;32360;True;2
vegetable89;2012;240;True;2
drdoob;No data;34330;True;2
drdoob;2015;312990;True;2
drdoob;2015;244450;True;0
drdoob;2015;206500;True;2
drdoob;2015;263740;True;2
drdoob;2015;282070;True;2
drdoob;2015;105600;True;2
Alex_Feed;No data;730;True;1
Alex_Feed;No data;306460;True;1
Alex_Feed;No data;292380;True;1
Alex_Feed;No data;67370;True;1
Alex_Feed;No data;411180;True;1
jakkpro895;2014;105600;True;0
jakkpro895;2011;48720;True;1
jakkpro895;2011;24960;True;2
analfelatiothecircumsoldier;No data;225540;False;0
analfelatiothecircumsoldier;2015;730;True;2
jahmezgamingofficial;2013;730;True;2
jahmezgamingofficial;2013;440;True;2
jahmezgamingofficial;2013;4000;True;0
jz4012;No data;404090;True;1
jz4012;No data;434250;True;2
jz4012;No data;234140;True;0
jz4012;No data;200510;True;2
jz4012;No data;22380;True;1
jz4012;No data;730;True;2
jz4012;No data;292030;True;2
jz4012;No data;330830;True;2
jz4012;2015;271590;True;2
jz4012;2015;218620;False;2
76561198046360205;2014;440;True;1
76561198046360205;2015;730;True;1
PippleKipple;2014;227300;True;1
PippleKipple;2014;33930;True;2
76561198073184460;2013;48700;True;2
76561198073184460;2015;730;True;2
76561198073184460;2015;218620;True;2
76561198073184460;2014;261180;True;2
76561198073184460;2013;440;True;2
LifeOfLlama;No data;252490;True;2
LifeOfLlama;No data;291480;True;2
LifeOfLlama;No data;440;True;2
LifeOfLlama;2015;730;True;1
76561198063988555;No data;440;True;1
76561198063988555;No data;570;True;2
G0ldguts;2015;250900;True;1
G0ldguts;2015;730;True;2
The-Dunktown-Express;No data;70;True;1
The-Dunktown-Express;2014;225260;True;2
The-Dunktown-Express;2015;115320;True;1
The-Dunktown-Express;2015;203160;True;1
The-Dunktown-Express;2015;221380;True;2
Beast_m0de;2014;24960;True;2
Beast_m0de;2015;203160;True;2
1234567890192837465;No data;368340;True;2
1234567890192837465;2015;322170;True;2
1234567890192837465;2014;11020;True;2
shadowxlucario;No data;730;True;2
shadowxlucario;No data;291550;True;2
shadowxlucario;No data;304050;False;0
micropie;2014;24200;True;2
micropie;2014;550;True;2
arby6784;No data;6060;True;0
arby6784;No data;65930;True;2
gsgamingbr;No data;344040;True;1
gsgamingbr;2015;333980;True;1
gsgamingbr;2014;234670;True;2
gsgamingbr;2014;49520;True;1
gsgamingbr;2014;24240;True;2
gsgamingbr;2014;440;False;1
gsgamingbr;2014;620;False;1
kanarya08;2015;219830;True;2
kanarya08;2013;8930;True;2
FinNaLe;No data;331200;True;1
FinNaLe;No data;413150;True;1
FinNaLe;No data;433730;False;1
FinNaLe;2015;730;True;2
FinNaLe;2014;218620;True;2
FinNaLe;2015;19680;True;1
mrrockerz;2015;218620;True;2
mrrockerz;2014;1250;True;2
My_Immortal;No data;102500;True;2
My_Immortal;No data;393980;True;2
My_Immortal;2015;8930;True;2
My_Immortal;2015;200510;True;2
My_Immortal;2015;226840;True;2
My_Immortal;No data;206420;True;2
My_Immortal;No data;255710;True;2
teachmehowtosoli;2015;237930;True;2
teachmehowtosoli;2015;49520;True;0
teachmehowtosoli;2015;245170;True;2
teachmehowtosoli;2013;31280;True;1
teachmehowtosoli;No data;391540;True;2
teachmehowtosoli;2015;334230;True;0
teachmehowtosoli;2015;730;True;0
teachmehowtosoli;2013;107100;True;2
teachmehowtosoli;2015;398100;True;2
teachmehowtosoli;No data;338170;True;2
Razzzzzzzzzzzzzzzzzzzzzz;No data;444090;True;2
Razzzzzzzzzzzzzzzzzzzzzz;2015;236370;True;2
Razzzzzzzzzzzzzzzzzzzzzz;2014;570;True;2
Razzzzzzzzzzzzzzzzzzzzzz;2015;252950;True;2
Razzzzzzzzzzzzzzzzzzzzzz;2014;440;True;2
eddiedankmemes;No data;440;False;2
eddiedankmemes;No data;20;False;0
eddiedankmemes;No data;275850;True;1
pleasedontvotefortrump;2015;550;True;2
pleasedontvotefortrump;2014;224280;True;2
pleasedontvotefortrump;2014;620;True;2
pleasedontvotefortrump;2013;104600;True;2
pleasedontvotefortrump;2013;50;True;2
lmn8rx;2014;34900;True;2
lmn8rx;2013;49600;True;0
lmn8rx;2013;39140;True;2
TheRealMeatyMate;No data;218620;False;2
TheRealMeatyMate;2013;24240;True;2
TheRealMeatyMate;2014;70;True;2
TheRealMeatyMate;2014;208090;True;0
TheRealMeatyMate;2013;280;True;2
samuelx5;2015;42680;False;2
samuelx5;2015;266210;True;0
samuelx5;2014;72850;True;2
samuelx5;2014;301480;True;1
lennysan;2015;440;True;2
lennysan;2015;311210;True;2
ZeikoJoestar;2015;291480;False;1
ZeikoJoestar;2014;239660;True;2
ZeikoJoestar;2014;264380;True;1
ZeikoJoestar;2014;4000;True;2
ZeikoJoestar;2015;383080;True;1
hermannwolffen25;2014;440;True;1
hermannwolffen25;No data;236390;True;1
hermannwolffen25;2014;203290;True;1
hermannwolffen25;2014;301520;True;2
hermannwolffen25;2013;107900;True;1
76561198098482126;2015;550;True;1
76561198098482126;2015;570;True;1
76561198098482126;2014;4000;True;1
76561198098482126;2014;304930;True;2
76561198059286499;2014;12210;True;1
76561198059286499;2014;17410;True;2
76561198059286499;2013;730;True;2
76561198059286499;2013;200260;True;1
PotatoSaun;No data;292630;False;1
PotatoSaun;2015;391540;True;1
PotatoSaun;2015;265630;True;2
Videogamedunderly;2015;404480;True;2
Videogamedunderly;2014;304930;True;2
Videogamedunderly;2013;8190;True;2
Mrbrightside_kent;2015;271590;True;2
Mrbrightside_kent;No data;292030;True;2
Mrbrightside_kent;No data;275850;False;0
